center,left,right,steering,throttle,reverse,speed
IMG/center_00037.jpg,IMG/left_00037.jpg,IMG/right_00037.jpg,-0.03465150009411655,0.5,0,20.0
IMG/center_00038.jpg,IMG/left_00038.jpg,IMG/right_00038.jpg,-0.07572428898930705,0.5,0,20.0
IMG/center_00039.jpg,IMG/left_00039.jpg,IMG/right_00039.jpg,-0.029047757278641062,0.5,0,20.0
IMG/center_00040.jpg,IMG/left_00040.jpg,IMG/right_00040.jpg,-0.06483522936285868,0.5,0,20.0
IMG/center_00041.jpg,IMG/left_00041.jpg,IMG/right_00041.jpg,-0.11741566258848246,0.5,0,20.0
IMG/center_00042.jpg,IMG/left_00042.jpg,IMG/right_00042.jpg,-0.22945071786030113,0.5,0,20.0
IMG/center_00043.jpg,IMG/left_00043.jpg,IMG/right_00043.jpg,-0.21376742361345225,0.5,0,20.0
IMG/center_00044.jpg,IMG/left_00044.jpg,IMG/right_00044.jpg,-0.2572650957282504,0.5,0,20.0
IMG/center_00045.jpg,IMG/left_00045.jpg,IMG/right_00045.jpg,-0.28584801958774875,0.5,0,20.0
IMG/center_00046.jpg,IMG/left_00046.jpg,IMG/right_00046.jpg,-0.27927560244350624,0.5,0,20.0
IMG/center_00047.jpg,IMG/left_00047.jpg,IMG/right_00047.jpg,-0.3483963523030842,0.5,0,20.0
IMG/center_00048.jpg,IMG/left_00048.jpg,IMG/right_00048.jpg,-0.34877318176627015,0.5,0,20.0
IMG/center_00049.jpg,IMG/left_00049.jpg,IMG/right_00049.jpg,-0.41039874815195554,0.5,0,20.0
IMG/center_00050.jpg,IMG/left_00050.jpg,IMG/right_00050.jpg,-0.41912526521732896,0.5,0,20.0
IMG/center_00051.jpg,IMG/left_00051.jpg,IMG/right_00051.jpg,-0.41753203122273397,0.5,0,20.0
IMG/center_00052.jpg,IMG/left_00052.jpg,IMG/right_00052.jpg,-0.5585598102507503,0.5,0,20.0
IMG/center_00053.jpg,IMG/left_00053.jpg,IMG/right_00053.jpg,-0.5027051000969073,0.5,0,20.0
IMG/center_00054.jpg,IMG/left_00054.jpg,IMG/right_00054.jpg,-0.5207272624745811,0.5,0,20.0
IMG/center_00055.jpg,IMG/left_00055.jpg,IMG/right_00055.jpg,-0.5363399496912749,0.5,0,20.0
IMG/center_00056.jpg,IMG/left_00056.jpg,IMG/right_00056.jpg,-0.5165016352754292,0.5,0,20.0
IMG/center_00057.jpg,IMG/left_00057.jpg,IMG/right_00057.jpg,-0.40875186637590943,0.5,0,20.0
IMG/center_00058.jpg,IMG/left_00058.jpg,IMG/right_00058.jpg,-0.5453337881858791,0.5,0,20.0
IMG/center_00059.jpg,IMG/left_00059.jpg,IMG/right_00059.jpg,-0.42673888867468956,0.5,0,20.0
IMG/center_00060.jpg,IMG/left_00060.jpg,IMG/right_00060.jpg,-0.5738358993737099,0.5,0,20.0
IMG/center_00061.jpg,IMG/left_00061.jpg,IMG/right_00061.jpg,-0.47764592884541457,0.5,0,20.0
IMG/center_00062.jpg,IMG/left_00062.jpg,IMG/right_00062.jpg,-0.4292458619548999,0.5,0,20.0
IMG/center_00063.jpg,IMG/left_00063.jpg,IMG/right_00063.jpg,-0.3821959578027113,0.5,0,20.0
IMG/center_00064.jpg,IMG/left_00064.jpg,IMG/right_00064.jpg,-0.35010680553425655,0.5,0,20.0
IMG/center_00065.jpg,IMG/left_00065.jpg,IMG/right_00065.jpg,-0.3178171480270664,0.5,0,20.0
IMG/center_00066.jpg,IMG/left_00066.jpg,IMG/right_00066.jpg,-0.35639876036149554,0.5,0,20.0
IMG/center_00067.jpg,IMG/left_00067.jpg,IMG/right_00067.jpg,-0.33090476263570534,0.5,0,20.0
IMG/center_00068.jpg,IMG/left_00068.jpg,IMG/right_00068.jpg,-0.2172327867215521,0.5,0,20.0
IMG/center_00069.jpg,IMG/left_00069.jpg,IMG/right_00069.jpg,-0.2438398455147811,0.5,0,20.0
IMG/center_00070.jpg,IMG/left_00070.jpg,IMG/right_00070.jpg,-0.27091224846847384,0.5,0,20.0
IMG/center_00071.jpg,IMG/left_00071.jpg,IMG/right_00071.jpg,-0.22300528213511062,0.5,0,20.0
IMG/center_00072.jpg,IMG/left_00072.jpg,IMG/right_00072.jpg,-0.16971761600736757,0.5,0,20.0
IMG/center_00073.jpg,IMG/left_00073.jpg,IMG/right_00073.jpg,-0.04345439412391505,0.5,0,20.0
IMG/center_00074.jpg,IMG/left_00074.jpg,IMG/right_00074.jpg,-0.022954577563255807,0.5,0,20.0
IMG/center_00075.jpg,IMG/left_00075.jpg,IMG/right_00075.jpg,0.051935346808303695,0.5,0,20.0
IMG/center_00076.jpg,IMG/left_00076.jpg,IMG/right_00076.jpg,0.026803226984661643,0.5,0,20.0
IMG/center_00077.jpg,IMG/left_00077.jpg,IMG/right_00077.jpg,0.10351264684941208,0.5,0,20.0
IMG/center_00078.jpg,IMG/left_00078.jpg,IMG/right_00078.jpg,0.17243380921655227,0.5,0,20.0
IMG/center_00079.jpg,IMG/left_00079.jpg,IMG/right_00079.jpg,0.15628316208877369,0.5,0,20.0
IMG/center_00080.jpg,IMG/left_00080.jpg,IMG/right_00080.jpg,0.24096142064810566,0.5,0,20.0
IMG/center_00081.jpg,IMG/left_00081.jpg,IMG/right_00081.jpg,0.21104233715172782,0.5,0,20.0
IMG/center_00082.jpg,IMG/left_00082.jpg,IMG/right_00082.jpg,0.2644069857270668,0.5,0,20.0
IMG/center_00083.jpg,IMG/left_00083.jpg,IMG/right_00083.jpg,0.2966974049606632,0.5,0,20.0
IMG/center_00084.jpg,IMG/left_00084.jpg,IMG/right_00084.jpg,0.2790059744139599,0.5,0,20.0
IMG/center_00085.jpg,IMG/left_00085.jpg,IMG/right_00085.jpg,0.4086525980513307,0.5,0,20.0
IMG/center_00086.jpg,IMG/left_00086.jpg,IMG/right_00086.jpg,0.37726872454360616,0.5,0,20.0
IMG/center_00087.jpg,IMG/left_00087.jpg,IMG/right_00087.jpg,0.4293182647877427,0.5,0,20.0
IMG/center_00088.jpg,IMG/left_00088.jpg,IMG/right_00088.jpg,0.4775229395168008,0.5,0,20.0
IMG/center_00089.jpg,IMG/left_00089.jpg,IMG/right_00089.jpg,0.4924113040970006,0.5,0,20.0
IMG/center_00090.jpg,IMG/left_00090.jpg,IMG/right_00090.jpg,0.519195978142196,0.5,0,20.0
IMG/center_00091.jpg,IMG/left_00091.jpg,IMG/right_00091.jpg,0.483632914770596,0.5,0,20.0
IMG/center_00092.jpg,IMG/left_00092.jpg,IMG/right_00092.jpg,0.4709565383263776,0.5,0,20.0
IMG/center_00093.jpg,IMG/left_00093.jpg,IMG/right_00093.jpg,0.49487885455771186,0.5,0,20.0
IMG/center_00094.jpg,IMG/left_00094.jpg,IMG/right_00094.jpg,0.398201153134907,0.5,0,20.0
IMG/center_00095.jpg,IMG/left_00095.jpg,IMG/right_00095.jpg,0.40886706320051336,0.5,0,20.0
IMG/center_00096.jpg,IMG/left_00096.jpg,IMG/right_00096.jpg,0.40908420897554953,0.5,0,20.0
IMG/center_00097.jpg,IMG/left_00097.jpg,IMG/right_00097.jpg,0.41791470933096275,0.5,0,20.0
IMG/center_00098.jpg,IMG/left_00098.jpg,IMG/right_00098.jpg,0.48766579680391664,0.5,0,20.0
IMG/center_00099.jpg,IMG/left_00099.jpg,IMG/right_00099.jpg,0.39200626807218786,0.5,0,20.0
IMG/center_00100.jpg,IMG/left_00100.jpg,IMG/right_00100.jpg,0.4031492429971528,0.5,0,20.0
IMG/center_00101.jpg,IMG/left_00101.jpg,IMG/right_00101.jpg,0.4802897231032608,0.5,0,20.0
IMG/center_00102.jpg,IMG/left_00102.jpg,IMG/right_00102.jpg,0.35461622048692387,0.5,0,20.0
IMG/center_00103.jpg,IMG/left_00103.jpg,IMG/right_00103.jpg,0.39124405223908254,0.5,0,20.0
IMG/center_00104.jpg,IMG/left_00104.jpg,IMG/right_00104.jpg,0.2595269113624341,0.5,0,20.0
IMG/center_00105.jpg,IMG/left_00105.jpg,IMG/right_00105.jpg,0.269540437673925,0.5,0,20.0
IMG/center_00106.jpg,IMG/left_00106.jpg,IMG/right_00106.jpg,0.18919775550461182,0.5,0,20.0
IMG/center_00107.jpg,IMG/left_00107.jpg,IMG/right_00107.jpg,0.18845100851631424,0.5,0,20.0
IMG/center_00108.jpg,IMG/left_00108.jpg,IMG/right_00108.jpg,0.22033105595039726,0.5,0,20.0
IMG/center_00109.jpg,IMG/left_00109.jpg,IMG/right_00109.jpg,0.026193121730782032,0.5,0,20.0
IMG/center_00110.jpg,IMG/left_00110.jpg,IMG/right_00110.jpg,0.11490076642108504,0.5,0,20.0
IMG/center_00111.jpg,IMG/left_00111.jpg,IMG/right_00111.jpg,0.06147519598513829,0.5,0,20.0
IMG/center_00112.jpg,IMG/left_00112.jpg,IMG/right_00112.jpg,-0.030395594582339314,0.5,0,20.0
IMG/center_00113.jpg,IMG/left_00113.jpg,IMG/right_00113.jpg,-0.12350482118273076,0.5,0,20.0
IMG/center_00114.jpg,IMG/left_00114.jpg,IMG/right_00114.jpg,-0.07414889225792076,0.5,0,20.0
IMG/center_00115.jpg,IMG/left_00115.jpg,IMG/right_00115.jpg,-0.15142739468760713,0.5,0,20.0
IMG/center_00116.jpg,IMG/left_00116.jpg,IMG/right_00116.jpg,-0.1460334949517169,0.5,0,20.0
IMG/center_00117.jpg,IMG/left_00117.jpg,IMG/right_00117.jpg,-0.19788941619171363,0.5,0,20.0
IMG/center_00118.jpg,IMG/left_00118.jpg,IMG/right_00118.jpg,-0.14089368377530864,0.5,0,20.0
IMG/center_00119.jpg,IMG/left_00119.jpg,IMG/right_00119.jpg,-0.2874881079061763,0.5,0,20.0
IMG/center_00120.jpg,IMG/left_00120.jpg,IMG/right_00120.jpg,-0.3687343562598806,0.5,0,20.0
IMG/center_00121.jpg,IMG/left_00121.jpg,IMG/right_00121.jpg,-0.3285956097060069,0.5,0,20.0
IMG/center_00122.jpg,IMG/left_00122.jpg,IMG/right_00122.jpg,-0.3557837373233963,0.5,0,20.0
IMG/center_00123.jpg,IMG/left_00123.jpg,IMG/right_00123.jpg,-0.314458189190024,0.5,0,20.0
IMG/center_00124.jpg,IMG/left_00124.jpg,IMG/right_00124.jpg,-0.3701323523876153,0.5,0,20.0
IMG/center_00125.jpg,IMG/left_00125.jpg,IMG/right_00125.jpg,-0.4200889339673176,0.5,0,20.0
IMG/center_00126.jpg,IMG/left_00126.jpg,IMG/right_00126.jpg,-0.3718476438402887,0.5,0,20.0
IMG/center_00127.jpg,IMG/left_00127.jpg,IMG/right_00127.jpg,-0.5458705460867441,0.5,0,20.0
IMG/center_00128.jpg,IMG/left_00128.jpg,IMG/right_00128.jpg,-0.524477920835705,0.5,0,20.0
IMG/center_00129.jpg,IMG/left_00129.jpg,IMG/right_00129.jpg,-0.549803028140061,0.5,0,20.0
IMG/center_00130.jpg,IMG/left_00130.jpg,IMG/right_00130.jpg,-0.5222229727846157,0.5,0,20.0
IMG/center_00131.jpg,IMG/left_00131.jpg,IMG/right_00131.jpg,-0.5825390718124007,0.5,0,20.0
IMG/center_00132.jpg,IMG/left_00132.jpg,IMG/right_00132.jpg,-0.45940217771846314,0.5,0,20.0
IMG/center_00133.jpg,IMG/left_00133.jpg,IMG/right_00133.jpg,-0.5049048764399247,0.5,0,20.0
IMG/center_00134.jpg,IMG/left_00134.jpg,IMG/right_00134.jpg,-0.5704090627397378,0.5,0,20.0
IMG/center_00135.jpg,IMG/left_00135.jpg,IMG/right_00135.jpg,-0.5302799429918768,0.5,0,20.0
IMG/center_00136.jpg,IMG/left_00136.jpg,IMG/right_00136.jpg,-0.4344047162808822,0.5,0,20.0
IMG/center_00137.jpg,IMG/left_00137.jpg,IMG/right_00137.jpg,-0.3835980335283631,0.5,0,20.0
IMG/center_00138.jpg,IMG/left_00138.jpg,IMG/right_00138.jpg,-0.29168807944532094,0.5,0,20.0
IMG/center_00139.jpg,IMG/left_00139.jpg,IMG/right_00139.jpg,-0.2113608426907051,0.5,0,20.0
IMG/center_00140.jpg,IMG/left_00140.jpg,IMG/right_00140.jpg,-0.33330167971327973,0.5,0,20.0
IMG/center_00141.jpg,IMG/left_00141.jpg,IMG/right_00141.jpg,-0.3869830863686339,0.5,0,20.0
IMG/center_00142.jpg,IMG/left_00142.jpg,IMG/right_00142.jpg,-0.42266478752957626,0.5,0,20.0
IMG/center_00143.jpg,IMG/left_00143.jpg,IMG/right_00143.jpg,-0.24372928727708676,0.5,0,20.0
IMG/center_00144.jpg,IMG/left_00144.jpg,IMG/right_00144.jpg,-0.27178394884020696,0.5,0,20.0
IMG/center_00145.jpg,IMG/left_00145.jpg,IMG/right_00145.jpg,-0.20956971512195965,0.5,0,20.0
IMG/center_00146.jpg,IMG/left_00146.jpg,IMG/right_00146.jpg,-0.18171103607791683,0.5,0,20.0
IMG/center_00147.jpg,IMG/left_00147.jpg,IMG/right_00147.jpg,-0.11274585291962513,0.5,0,20.0
IMG/center_00148.jpg,IMG/left_00148.jpg,IMG/right_00148.jpg,0.0010837196454642761,0.5,0,20.0
IMG/center_00149.jpg,IMG/left_00149.jpg,IMG/right_00149.jpg,-0.011584897828308183,0.5,0,20.0
IMG/center_00150.jpg,IMG/left_00150.jpg,IMG/right_00150.jpg,0.011489721652707008,0.5,0,20.0
IMG/center_00151.jpg,IMG/left_00151.jpg,IMG/right_00151.jpg,0.0007358690322452066,0.5,0,20.0
IMG/center_00152.jpg,IMG/left_00152.jpg,IMG/right_00152.jpg,0.0038174230523801977,0.5,0,20.0
IMG/center_00153.jpg,IMG/left_00153.jpg,IMG/right_00153.jpg,0.11580675358992876,0.5,0,20.0
IMG/center_00154.jpg,IMG/left_00154.jpg,IMG/right_00154.jpg,0.18142132646207965,0.5,0,20.0
IMG/center_00155.jpg,IMG/left_00155.jpg,IMG/right_00155.jpg,0.3290832779363799,0.5,0,20.0
IMG/center_00156.jpg,IMG/left_00156.jpg,IMG/right_00156.jpg,0.2676084463060895,0.5,0,20.0
IMG/center_00157.jpg,IMG/left_00157.jpg,IMG/right_00157.jpg,0.35370638134708066,0.5,0,20.0
IMG/center_00158.jpg,IMG/left_00158.jpg,IMG/right_00158.jpg,0.2976530632543726,0.5,0,20.0
IMG/center_00159.jpg,IMG/left_00159.jpg,IMG/right_00159.jpg,0.2870696197248177,0.5,0,20.0
IMG/center_00160.jpg,IMG/left_00160.jpg,IMG/right_00160.jpg,0.32828558491720283,0.5,0,20.0
IMG/center_00161.jpg,IMG/left_00161.jpg,IMG/right_00161.jpg,0.3679783690746832,0.5,0,20.0
IMG/center_00162.jpg,IMG/left_00162.jpg,IMG/right_00162.jpg,0.5615938115481354,0.5,0,20.0
IMG/center_00163.jpg,IMG/left_00163.jpg,IMG/right_00163.jpg,0.40393234637443065,0.5,0,20.0
IMG/center_00164.jpg,IMG/left_00164.jpg,IMG/right_00164.jpg,0.5196545503436047,0.5,0,20.0
IMG/center_00165.jpg,IMG/left_00165.jpg,IMG/right_00165.jpg,0.42798505438435663,0.5,0,20.0
IMG/center_00166.jpg,IMG/left_00166.jpg,IMG/right_00166.jpg,0.5474658953864528,0.5,0,20.0
IMG/center_00167.jpg,IMG/left_00167.jpg,IMG/right_00167.jpg,0.520608292493679,0.5,0,20.0
IMG/center_00168.jpg,IMG/left_00168.jpg,IMG/right_00168.jpg,0.49053962909953697,0.5,0,20.0
IMG/center_00169.jpg,IMG/left_00169.jpg,IMG/right_00169.jpg,0.49638863302714364,0.5,0,20.0
IMG/center_00170.jpg,IMG/left_00170.jpg,IMG/right_00170.jpg,0.4549212099299662,0.5,0,20.0
IMG/center_00171.jpg,IMG/left_00171.jpg,IMG/right_00171.jpg,0.5128571609596451,0.5,0,20.0
IMG/center_00172.jpg,IMG/left_00172.jpg,IMG/right_00172.jpg,0.44724575400692634,0.5,0,20.0
IMG/center_00173.jpg,IMG/left_00173.jpg,IMG/right_00173.jpg,0.38610947148742736,0.5,0,20.0
IMG/center_00174.jpg,IMG/left_00174.jpg,IMG/right_00174.jpg,0.3648249430571111,0.5,0,20.0
IMG/center_00175.jpg,IMG/left_00175.jpg,IMG/right_00175.jpg,0.43059430220581696,0.5,0,20.0
IMG/center_00176.jpg,IMG/left_00176.jpg,IMG/right_00176.jpg,0.4907549190890761,0.5,0,20.0
IMG/center_00177.jpg,IMG/left_00177.jpg,IMG/right_00177.jpg,0.3785830351761086,0.5,0,20.0
IMG/center_00178.jpg,IMG/left_00178.jpg,IMG/right_00178.jpg,0.33223384823679325,0.5,0,20.0
IMG/center_00179.jpg,IMG/left_00179.jpg,IMG/right_00179.jpg,0.32447407507872184,0.5,0,20.0
IMG/center_00180.jpg,IMG/left_00180.jpg,IMG/right_00180.jpg,0.3514868747602047,0.5,0,20.0
IMG/center_00181.jpg,IMG/left_00181.jpg,IMG/right_00181.jpg,0.2501633673363952,0.5,0,20.0
IMG/center_00182.jpg,IMG/left_00182.jpg,IMG/right_00182.jpg,0.17454491107309655,0.5,0,20.0
IMG/center_00183.jpg,IMG/left_00183.jpg,IMG/right_00183.jpg,0.22637139023659225,0.5,0,20.0
IMG/center_00184.jpg,IMG/left_00184.jpg,IMG/right_00184.jpg,0.1453832184514754,0.5,0,20.0
IMG/center_00185.jpg,IMG/left_00185.jpg,IMG/right_00185.jpg,0.17062202224051282,0.5,0,20.0
IMG/center_00186.jpg,IMG/left_00186.jpg,IMG/right_00186.jpg,0.04773541615273835,0.5,0,20.0
IMG/center_00187.jpg,IMG/left_00187.jpg,IMG/right_00187.jpg,-0.07872154466269787,0.5,0,20.0
IMG/center_00188.jpg,IMG/left_00188.jpg,IMG/right_00188.jpg,-0.129300611799941,0.5,0,20.0
IMG/center_00189.jpg,IMG/left_00189.jpg,IMG/right_00189.jpg,0.010220328125541744,0.5,0,20.0
IMG/center_00190.jpg,IMG/left_00190.jpg,IMG/right_00190.jpg,-0.026412403875325507,0.5,0,20.0
IMG/center_00191.jpg,IMG/left_00191.jpg,IMG/right_00191.jpg,-0.18068372049990922,0.5,0,20.0
IMG/center_00192.jpg,IMG/left_00192.jpg,IMG/right_00192.jpg,-0.23178423233850687,0.5,0,20.0
IMG/center_00193.jpg,IMG/left_00193.jpg,IMG/right_00193.jpg,-0.1585124212647142,0.5,0,20.0
IMG/center_00194.jpg,IMG/left_00194.jpg,IMG/right_00194.jpg,-0.34828943206859164,0.5,0,20.0
IMG/center_00195.jpg,IMG/left_00195.jpg,IMG/right_00195.jpg,-0.3692275933003758,0.5,0,20.0
IMG/center_00196.jpg,IMG/left_00196.jpg,IMG/right_00196.jpg,-0.3083935104497144,0.5,0,20.0
IMG/center_00197.jpg,IMG/left_00197.jpg,IMG/right_00197.jpg,-0.3996683661221845,0.5,0,20.0
IMG/center_00198.jpg,IMG/left_00198.jpg,IMG/right_00198.jpg,-0.40264333723930135,0.5,0,20.0
IMG/center_00199.jpg,IMG/left_00199.jpg,IMG/right_00199.jpg,-0.43564557015098715,0.5,0,20.0
IMG/center_00200.jpg,IMG/left_00200.jpg,IMG/right_00200.jpg,-0.4260805384658558,0.5,0,20.0
IMG/center_00201.jpg,IMG/left_00201.jpg,IMG/right_00201.jpg,-0.37923043152168767,0.5,0,20.0
IMG/center_00202.jpg,IMG/left_00202.jpg,IMG/right_00202.jpg,-0.47231442457294703,0.5,0,20.0
IMG/center_00203.jpg,IMG/left_00203.jpg,IMG/right_00203.jpg,-0.44980985812020213,0.5,0,20.0
IMG/center_00204.jpg,IMG/left_00204.jpg,IMG/right_00204.jpg,-0.6187041376077599,0.5,0,20.0
IMG/center_00205.jpg,IMG/left_00205.jpg,IMG/right_00205.jpg,-0.5023643232881958,0.5,0,20.0
IMG/center_00206.jpg,IMG/left_00206.jpg,IMG/right_00206.jpg,-0.5502557634296681,0.5,0,20.0
IMG/center_00207.jpg,IMG/left_00207.jpg,IMG/right_00207.jpg,-0.5694832206744449,0.5,0,20.0
IMG/center_00208.jpg,IMG/left_00208.jpg,IMG/right_00208.jpg,-0.5422311858568866,0.5,0,20.0
IMG/center_00209.jpg,IMG/left_00209.jpg,IMG/right_00209.jpg,-0.49932027804587764,0.5,0,20.0
IMG/center_00210.jpg,IMG/left_00210.jpg,IMG/right_00210.jpg,-0.41066528099384336,0.5,0,20.0
IMG/center_00211.jpg,IMG/left_00211.jpg,IMG/right_00211.jpg,-0.5282617030468202,0.5,0,20.0
IMG/center_00212.jpg,IMG/left_00212.jpg,IMG/right_00212.jpg,-0.4267307281084165,0.5,0,20.0
IMG/center_00213.jpg,IMG/left_00213.jpg,IMG/right_00213.jpg,-0.43448303095578444,0.5,0,20.0
IMG/center_00214.jpg,IMG/left_00214.jpg,IMG/right_00214.jpg,-0.39909463486591346,0.5,0,20.0
IMG/center_00215.jpg,IMG/left_00215.jpg,IMG/right_00215.jpg,-0.2905908836310256,0.5,0,20.0
IMG/center_00216.jpg,IMG/left_00216.jpg,IMG/right_00216.jpg,-0.2873147523803271,0.5,0,20.0
IMG/center_00217.jpg,IMG/left_00217.jpg,IMG/right_00217.jpg,-0.205946330074406,0.5,0,20.0
IMG/center_00218.jpg,IMG/left_00218.jpg,IMG/right_00218.jpg,-0.26002823437072053,0.5,0,20.0
IMG/center_00219.jpg,IMG/left_00219.jpg,IMG/right_00219.jpg,-0.25531146309490393,0.5,0,20.0
IMG/center_00220.jpg,IMG/left_00220.jpg,IMG/right_00220.jpg,-0.18827548348481882,0.5,0,20.0
IMG/center_00221.jpg,IMG/left_00221.jpg,IMG/right_00221.jpg,-0.12034857810223953,0.5,0,20.0
IMG/center_00222.jpg,IMG/left_00222.jpg,IMG/right_00222.jpg,-0.08340586387758708,0.5,0,20.0
IMG/center_00223.jpg,IMG/left_00223.jpg,IMG/right_00223.jpg,-0.11750167009885604,0.5,0,20.0
IMG/center_00224.jpg,IMG/left_00224.jpg,IMG/right_00224.jpg,-0.0050768386665656084,0.5,0,20.0
IMG/center_00225.jpg,IMG/left_00225.jpg,IMG/right_00225.jpg,0.04519382153582363,0.5,0,20.0
IMG/center_00226.jpg,IMG/left_00226.jpg,IMG/right_00226.jpg,0.22433248101917602,0.5,0,20.0
IMG/center_00227.jpg,IMG/left_00227.jpg,IMG/right_00227.jpg,0.22716115552417104,0.5,0,20.0
IMG/center_00228.jpg,IMG/left_00228.jpg,IMG/right_00228.jpg,0.10381344826137262,0.5,0,20.0
IMG/center_00229.jpg,IMG/left_00229.jpg,IMG/right_00229.jpg,0.177128067375248,0.5,0,20.0
IMG/center_00230.jpg,IMG/left_00230.jpg,IMG/right_00230.jpg,0.14455506591166434,0.5,0,20.0
IMG/center_00231.jpg,IMG/left_00231.jpg,IMG/right_00231.jpg,0.23326891875917233,0.5,0,20.0
IMG/center_00232.jpg,IMG/left_00232.jpg,IMG/right_00232.jpg,0.322099955291252,0.5,0,20.0
IMG/center_00233.jpg,IMG/left_00233.jpg,IMG/right_00233.jpg,0.40782647327988353,0.5,0,20.0
IMG/center_00234.jpg,IMG/left_00234.jpg,IMG/right_00234.jpg,0.3216729518744448,0.5,0,20.0
IMG/center_00235.jpg,IMG/left_00235.jpg,IMG/right_00235.jpg,0.35353161391775956,0.5,0,20.0
IMG/center_00236.jpg,IMG/left_00236.jpg,IMG/right_00236.jpg,0.2885319558999482,0.5,0,20.0
IMG/center_00237.jpg,IMG/left_00237.jpg,IMG/right_00237.jpg,0.42925109062850564,0.5,0,20.0
